2023-09-24 02:57:28,796 - root - INFO - Creating Training Data...
2023-09-24 02:57:38,923 - root - INFO - Done!
2023-09-24 02:57:38,945 - root - INFO - num_params: 1075243
2023-09-24 02:57:40,600 - root - INFO - epoch:  1, train_loss: 3.733385, valid_loss: 2.332518, train_accuracy:  11.97% ( 57/476), valid_accuracy:  16.81% ( 20/119)
2023-09-24 02:57:42,735 - root - INFO - epoch:  2, train_loss: 2.371020, valid_loss: 2.357350, train_accuracy:  13.66% ( 65/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:44,897 - root - INFO - epoch:  3, train_loss: 2.342946, valid_loss: 2.344530, train_accuracy:  14.71% ( 70/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:46,754 - root - INFO - epoch:  4, train_loss: 2.344446, valid_loss: 2.333869, train_accuracy:  13.03% ( 62/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:48,215 - root - INFO - epoch:  5, train_loss: 2.344998, valid_loss: 2.329618, train_accuracy:  14.92% ( 71/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:49,711 - root - INFO - epoch:  6, train_loss: 2.333691, valid_loss: 2.329280, train_accuracy:  16.60% ( 79/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:51,259 - root - INFO - epoch:  7, train_loss: 2.310721, valid_loss: 2.245659, train_accuracy:  15.76% ( 75/476), valid_accuracy:  11.76% ( 14/119)
2023-09-24 02:57:52,833 - root - INFO - epoch:  8, train_loss: 2.074212, valid_loss: 1.619430, train_accuracy:  26.89% (128/476), valid_accuracy:  39.50% ( 47/119)
2023-09-24 02:57:54,332 - root - INFO - epoch:  9, train_loss: 1.090618, valid_loss: 0.612321, train_accuracy:  61.13% (291/476), valid_accuracy:  83.19% ( 99/119)
2023-09-24 02:57:55,801 - root - INFO - epoch: 10, train_loss: 0.577911, valid_loss: 0.668250, train_accuracy:  81.51% (388/476), valid_accuracy:  85.71% (102/119)
2023-09-24 02:57:57,753 - root - INFO - epoch: 11, train_loss: 0.352184, valid_loss: 0.408242, train_accuracy:  88.66% (422/476), valid_accuracy:  90.76% (108/119)
2023-09-24 02:57:59,965 - root - INFO - epoch: 12, train_loss: 0.223874, valid_loss: 0.269872, train_accuracy:  92.65% (441/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:01,851 - root - INFO - epoch: 13, train_loss: 0.148579, valid_loss: 0.385294, train_accuracy:  93.91% (447/476), valid_accuracy:  90.76% (108/119)
2023-09-24 02:58:03,273 - root - INFO - epoch: 14, train_loss: 0.133425, valid_loss: 0.328362, train_accuracy:  95.59% (455/476), valid_accuracy:  93.28% (111/119)
2023-09-24 02:58:04,696 - root - INFO - epoch: 15, train_loss: 0.095438, valid_loss: 0.247443, train_accuracy:  96.64% (460/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:06,180 - root - INFO - epoch: 16, train_loss: 0.049353, valid_loss: 0.228898, train_accuracy:  98.32% (468/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:07,643 - root - INFO - epoch: 17, train_loss: 0.060714, valid_loss: 0.276946, train_accuracy:  98.32% (468/476), valid_accuracy:  94.12% (112/119)
2023-09-24 02:58:09,067 - root - INFO - epoch: 18, train_loss: 0.034101, valid_loss: 0.220155, train_accuracy:  98.95% (471/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:10,633 - root - INFO - epoch: 19, train_loss: 0.017926, valid_loss: 0.315203, train_accuracy:  99.58% (474/476), valid_accuracy:  94.12% (112/119)
2023-09-24 02:58:12,659 - root - INFO - epoch: 20, train_loss: 0.037737, valid_loss: 0.449300, train_accuracy:  98.53% (469/476), valid_accuracy:  91.60% (109/119)
2023-09-24 02:58:14,880 - root - INFO - epoch: 21, train_loss: 0.043311, valid_loss: 0.185135, train_accuracy:  98.53% (469/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:58:16,902 - root - INFO - epoch: 22, train_loss: 0.013454, valid_loss: 0.123593, train_accuracy:  99.37% (473/476), valid_accuracy:  96.64% (115/119)
2023-09-24 02:58:18,565 - root - INFO - epoch: 23, train_loss: 0.010738, valid_loss: 0.093712, train_accuracy:  99.79% (475/476), valid_accuracy:  96.64% (115/119)
2023-09-24 02:58:20,190 - root - INFO - epoch: 24, train_loss: 0.020393, valid_loss: 0.266523, train_accuracy:  98.95% (471/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:21,711 - root - INFO - epoch: 25, train_loss: 0.014537, valid_loss: 0.178519, train_accuracy:  99.58% (474/476), valid_accuracy:  96.64% (115/119)
2023-09-24 02:58:23,274 - root - INFO - epoch: 26, train_loss: 0.024103, valid_loss: 0.202558, train_accuracy:  99.37% (473/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:24,766 - root - INFO - epoch: 27, train_loss: 0.014504, valid_loss: 0.303263, train_accuracy:  99.79% (475/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:26,205 - root - INFO - epoch: 28, train_loss: 0.044679, valid_loss: 0.230634, train_accuracy:  98.53% (469/476), valid_accuracy:  91.60% (109/119)
2023-09-24 02:58:28,371 - root - INFO - epoch: 29, train_loss: 0.050345, valid_loss: 0.205382, train_accuracy:  98.53% (469/476), valid_accuracy:  94.96% (113/119)
